#ChapterID	SentenceID	TokenID	Token	Lemma	POS
1	1	1	AT	AT	IN
7	29	28	ship	ship	NN
7	29	29	's	's	POS
7	29	30	cook	cook	NN
7	29	31	.	.	.
7	30	1	Long	Long	NNP
7	30	2	John	John	NNP
7	30	3	Silver	Silver	NNP
7	30	4	he	he	PRP
7	30	5	is	be	VBZ
7	30	6	called	call	VBN
7	30	7	,	,	,
7	30	8	and	and	CC
7	30	9	has	have	VBZ
7	30	10	lost	lose	VBN
7	30	11	a	a	DT
7	30	12	leg	leg	NN
7	30	13	;	;	:
7	30	14	but	but	CC
7	30	15	that	that	IN
7	30	16	I	I	PRP
7	30	17	regarded	regard	VBD
7	30	18	as	a	IN
7	30	19	a	a	DT
7	30	20	recommendation	recommendation	NN
7	30	21	,	,	,
7	30	22	since	since	IN
7	30	23	he	he	PRP
7	30	24	lost	lose	VBD
7	30	25	it	it	PRP
7	30	26	in	in	IN
7	30	27	his	his	PRP$
7	30	28	country	country	NN
7	30	29	's	's	POS
7	30	30	service	service	NN
7	30	31	,	,	,
7	30	32	under	under	IN
7	30	33	the	the	DT
7	30	34	immortal	immortal	JJ
7	30	35	Hawke	Hawke	NNP
7	30	36	.	.	.
7	31	1	He	He	PRP
7	31	2	has	have	VBZ
7	31	3	no	no	DT
7	31	4	pension	pension	NN
7	31	5	,	,	,
7	31	6	Livesey	Livesey	NNP
7	31	7	.	.	.
7	32	1	Imagine	Imagine	NNP
7	32	2	the	the	DT
7	32	3	abominable	abominable	JJ
7	32	4	age	age	NN
7	32	5	we	we	PRP
7	32	6	live	live	VBP
7	32	7	in	in	IN
7	32	8	!	!	.
7	33	1	``	``	``
7	33	2	Well	Well	RB
7	33	3	,	,	,
7	33	4	sir	sir	NN
7	33	5	,	,	,
7	33	6	I	I	PRP
7	33	7	thought	think	VBD
7	33	8	I	I	PRP
7	33	9	had	have	VBD
7	33	10	only	only	RB
7	33	11	found	find	VBN
7	33	12	a	a	DT
7	33	13	cook	cook	NN
7	33	14	,	,	,
7	33	15	but	but	CC
7	33	16	it	it	PRP
7	33	17	was	be	VBD
7	33	18	a	a	DT
7	33	19	crew	crew	NN
7	33	20	I	I	PRP
7	33	21	had	have	VBD
7	33	22	discovered	discover	VBN
7	33	23	.	.	.
7	34	1	Between	Between	NNP
7	34	2	Silver	Silver	NNP
7	34	3	and	and	CC
7	34	4	myself	myself	PRP
7	34	5	we	we	PRP
7	34	6	got	get	VBD
7	34	7	together	together	RB
7	34	8	in	in	IN
7	34	9	a	a	DT
7	34	10	few	few	JJ
7	34	11	days	day	NNS
7	34	12	a	a	DT
7	34	13	company	company	NN
7	34	14	of	of	IN
7	34	15	the	the	DT
7	34	16	toughest	tough	JJS
7	34	17	old	old	JJ
7	34	18	salts	salt	NNS
7	34	19	imaginable	imaginable	JJ
7	34	20	--	--	:
7	34	21	not	not	RB
7	34	22	pretty	pretty	RB
7	34	23	to	to	TO
7	34	24	look	look	VB
7	34	25	at	at	IN
7	34	26	,	,	,
7	34	27	but	but	CC
7	34	28	fellows	fellow	NNS
7	34	29	,	,	,
7	34	30	by	by	IN
7	34	31	their	their	PRP$
7	34	32	faces	face	VBZ
7	34	33	,	,	,
7	34	34	of	of	IN
7	34	35	the	the	DT
7	34	36	most	most	RBS
7	34	37	indomitable	indomitable	JJ
7	34	38	spirit	spirit	NN
7	34	39	.	.	.
7	35	1	I	I	PRP
7	35	2	declare	declare	VBP
7	35	3	we	we	PRP
7	35	4	could	could	MD
7	35	5	fight	fight	VB
7	35	6	a	a	DT
7	35	7	frigate	frigate	NN
7	35	8	.	.	.
7	36	1	``	``	``
7	36	2	Long	Long	NNP
7	36	3	John	John	NNP
7	36	4	even	even	RB
7	36	5	got	get	VBD
7	36	6	rid	rid	JJ
7	36	7	of	of	IN
7	36	8	two	two	CD
7	36	9	out	out	IN
7	36	10	of	of	IN
7	36	11	the	the	DT
7	36	12	six	six	CD
7	36	13	or	or	CC
7	36	14	seven	seven	CD
7	36	15	I	I	PRP
7	36	16	had	have	VBD
7	36	17	already	already	RB
7	36	18	engaged	engage	VBN
7	36	19	.	.	.
7	37	1	He	He	PRP
7	37	2	showed	show	VBD
7	37	3	me	me	PRP
7	37	4	in	in	IN
7	37	5	a	a	DT
7	37	6	moment	moment	NN
7	37	7	that	that	IN
7	37	8	they	they	PRP
7	37	9	were	be	VBD
7	37	10	just	just	RB
7	37	11	the	the	DT
7	37	12	sort	sort	NN
7	37	13	of	of	IN
7	37	14	fresh-water	fresh-water	JJ
7	37	15	swabs	swab	NN
7	37	16	we	we	PRP
7	37	17	had	have	VBD
7	37	18	to	to	TO
7	37	19	fear	fear	VB
7	37	20	in	in	IN
7	37	21	an	an	DT
7	37	22	adventure	adventure	NN
7	37	23	of	of	IN
7	37	24	importance	importance	NN
7	37	25	.	.	.
7	38	1	``	``	``
7	38	2	I	I	PRP
7	38	3	am	be	VBP
7	38	4	in	in	IN
7	38	5	the	the	DT
7	38	6	most	most	RBS
7	38	7	magnificent	magnificent	JJ
7	38	8	health	health	NN
7	38	9	and	and	CC
7	38	10	spirits	spirit	NNS
7	38	11	,	,	,
7	38	12	eating	eat	VBG
7	38	13	like	like	IN
7	38	14	a	a	DT
7	38	15	bull	bull	NN
7	38	16	,	,	,
7	38	17	sleeping	sleep	VBG
7	38	18	like	like	IN
7	38	19	a	a	DT
7	38	20	tree	tree	NN
7	38	21	,	,	,
7	38	22	yet	yet	RB
7	38	23	I	I	PRP
7	38	24	shall	shall	MD
7	38	25	not	not	RB
7	38	26	enjoy	enjoy	VB
7	38	27	a	a	DT
7	38	28	moment	moment	NN
7	38	29	till	till	NN
7	38	30	I	I	PRP
7	38	31	hear	hear	VBP
7	38	32	my	my	PRP$
7	38	33	old	old	JJ
7	38	34	tarpaulins	tarpaulin	NNS
7	38	35	tramping	tramp	VBG
7	38	36	round	round	IN
7	38	37	the	the	DT
7	38	38	capstan	capstan	NN
7	38	39	.	.	.
7	39	1	Seaward	Seaward	NNP
7	39	2	ho	ho	NN
7	39	3	!	!	.
7	40	1	Hang	Hang	NNP
7	40	2	the	the	DT
7	40	3	treasure	treasure	NN
7	40	4	!	!	.
7	41	1	It	It	PRP
7	41	2	's	's	VBZ
7	41	3	the	the	DT
7	41	4	glory	glory	NN
7	41	5	of	of	IN
7	41	6	the	the	DT
7	41	7	sea	sea	NN
7	41	8	that	that	WDT
7	41	9	has	have	VBZ
7	41	10	turned	turn	VBN
7	41	11	my	my	PRP$
7	41	12	head	head	NN
7	41	13	.	.	.
7	42	1	So	So	RB
7	42	2	now	now	RB
7	42	3	,	,	,
7	42	4	Livesey	Livesey	NNP
7	42	5	,	,	,
7	42	6	come	come	VB
7	42	7	post	post	NN
7	42	8	;	;	:
7	42	9	do	do	VB
7	42	10	not	not	RB
7	42	11	lose	lose	VB
7	42	12	an	an	DT
7	42	13	hour	hour	NN
7	42	14	,	,	,
7	42	15	if	if	IN
7	42	16	you	you	PRP
7	42	17	respect	respect	VBP
7	42	18	me	me	PRP
7	42	19	.	.	.
7	43	1	``	``	``
7	43	2	Let	Let	VB
7	43	3	young	young	JJ
7	43	4	Hawkins	Hawkins	NNP
7	43	5	go	go	VB
7	43	6	at	at	IN
7	43	7	once	once	RB
7	43	8	to	to	TO
7	43	9	see	see	VB
7	43	10	his	his	PRP$
7	43	11	mother	mother	NN
7	43	12	,	,	,
7	43	13	with	with	IN
7	43	14	Redruth	Redruth	NNP
7	43	15	for	for	IN
7	43	16	a	a	DT
7	43	17	guard	guard	NN
7	43	18	,	,	,
7	43	19	and	and	CC
7	43	20	then	then	RB
7	43	21	both	both	DT
7	43	22	come	come	VBP
7	43	23	full	full	JJ
7	43	24	speed	speed	NN
7	43	25	to	to	TO
7	43	26	Bristol	Bristol	NNP
7	43	27	.	.	.
7	44	1	``	``	``
7	44	2	JOHN	JOHN	NNP
7	44	3	TRELAWNEY	TRELAWNEY	NNP
7	44	4	.	.	.
7	45	1	``	``	``
7	45	2	P.S.	P.S.	NNP
7	45	3	--	--	:
7	45	4	I	I	PRP
7	45	5	did	do	VBD
7	45	6	not	not	RB
7	45	7	tell	tell	VB
7	45	8	you	you	PRP
7	45	9	that	that	WDT
7	45	10	Blandly	Blandly	RB
7	45	11	,	,	,
7	45	12	who	who	WP
7	45	13	,	,	,
7	45	14	by	by	IN
7	45	15	the	the	DT
7	45	16	way	way	NN
7	45	17	,	,	,
7	45	18	is	be	VBZ
7	45	19	to	to	TO
7	45	20	send	send	VB
7	45	21	a	a	DT
7	45	22	consort	consort	NN
7	45	23	after	after	IN
7	45	24	us	u	PRP
7	45	25	if	if	IN
7	45	26	we	we	PRP
7	45	27	do	do	VBP
7	45	28	n't	n't	RB
7	45	29	turn	turn	VB
7	45	30	up	up	RP
7	45	31	by	by	IN
7	45	32	the	the	DT
7	45	33	end	end	NN
7	45	34	of	of	IN
7	45	35	August	August	NNP
7	45	36	,	,	,
7	45	37	had	have	VBD
7	45	38	found	find	VBN
7	45	39	an	an	DT
7	45	40	admirable	admirable	JJ
7	45	41	fellow	fellow	NN
7	45	42	for	for	IN
7	45	43	sailing-master	sailing-master	NN
7	45	44	--	--	:
7	45	45	a	a	DT
7	45	46	stiff	stiff	JJ
7	45	47	man	man	NN
7	45	48	,	,	,
7	45	49	which	which	WDT
7	45	50	I	I	PRP
7	45	51	regret	regret	VBP
7	45	52	,	,	,
7	45	53	but	but	CC
7	45	54	,	,	,
7	45	55	in	in	IN
7	45	56	all	all	DT
7	45	57	other	other	JJ
7	45	58	respects	respect	NNS
7	45	59	,	,	,
7	45	60	a	a	DT
7	45	61	treasure	treasure	NN
7	45	62	.	.	.
7	46	1	Long	Long	NNP
7	46	2	John	John	NNP
7	46	3	Silver	Silver	NNP
7	46	4	unearthed	unearth	VBD
7	46	5	a	a	DT
7	46	6	very	very	RB
7	46	7	competent	competent	JJ
7	46	8	man	man	NN
7	46	9	for	for	IN
7	46	10	a	a	DT
7	46	11	mate	mate	NN
7	46	12	,	,	,
7	46	13	a	a	DT
7	46	14	man	man	NN
7	46	15	named	name	VBN
7	46	16	Arrow	Arrow	NNP
7	46	17	.	.	.
7	47	1	I	I	PRP
7	47	2	have	have	VBP
7	47	3	a	a	DT
7	47	4	boatswain	boatswain	NN
7	47	5	who	who	WP
7	47	6	pipes	pip	VBZ
7	47	7	,	,	,
7	47	8	Livesey	Livesey	NNP
7	47	9	;	;	:
7	47	10	so	so	RB
7	47	11	things	thing	NNS
7	47	12	shall	shall	MD
7	47	13	go	go	VB
7	47	14	man-o'-war	man-o'-war	JJ
7	47	15	fashion	fashion	NN
7	47	16	on	on	IN
7	47	17	board	board	NN
7	47	18	the	the	DT
7	47	19	good	good	JJ
7	47	20	ship	ship	NN
7	47	21	_Hispaniola_	_Hispaniola_	NN
7	47	22	.	.	.
7	48	1	``	``	``
7	48	2	I	I	PRP
7	48	3	forgot	forget	VBD
7	48	4	to	to	TO
7	48	5	tell	tell	VB
7	48	6	you	you	PRP
7	48	7	that	that	IN
7	48	8	Silver	Silver	NNP
7	48	9	is	be	VBZ
7	48	10	a	a	DT
7	48	11	man	man	NN
7	48	12	of	of	IN
7	48	13	substance	substance	NN
7	48	14	;	;	:
7	48	15	I	I	PRP
7	48	16	know	know	VBP
7	48	17	of	of	IN
7	48	18	my	my	PRP$
7	48	19	own	own	JJ
7	48	20	knowledge	knowledge	NN
7	48	21	that	that	IN
7	48	22	he	he	PRP
7	48	23	has	have	VBZ
7	48	24	a	a	DT
7	48	25	banker	banker	NN
7	48	26	's	's	POS
7	48	27	account	account	NN
7	48	28	,	,	,
7	48	29	which	which	WDT
7	48	30	has	have	VBZ
7	48	31	never	never	RB
7	48	32	been	be	VBN
7	48	33	overdrawn	overdraw	VBN
7	48	34	.	.	.
7	49	1	He	He	PRP
7	49	2	leaves	leave	VBZ
7	49	3	his	his	PRP$
7	49	4	wife	wife	NN
7	49	5	to	to	TO
7	49	6	manage	manage	VB
7	49	7	the	the	DT
7	49	8	inn	inn	NN
7	49	9	;	;	:
7	49	10	and	and	CC
7	49	11	as	a	IN
7	49	12	she	she	PRP
7	49	13	is	be	VBZ
7	49	14	a	a	DT
7	49	15	woman	woman	NN
7	49	16	of	of	IN
7	49	17	color	color	NN
7	49	18	,	,	,
7	49	19	a	a	DT
7	49	20	pair	pair	NN
7	49	21	of	of	IN
7	49	22	old	old	JJ
7	49	23	bachelors	bachelor	NNS
7	49	24	like	like	IN
7	49	25	you	you	PRP
7	49	26	and	and	CC
7	49	27	I	I	PRP
7	49	28	may	may	MD
7	49	29	be	be	VB
7	49	30	excused	excuse	VBN
7	49	31	for	for	IN
7	49	32	guessing	guess	VBG
7	49	33	that	that	IN
7	49	34	it	it	PRP
7	49	35	is	be	VBZ
7	49	36	the	the	DT
7	49	37	wife	wife	NN
7	49	38	,	,	,
7	49	39	quite	quite	RB
7	49	40	as	as	RB
7	49	41	much	much	JJ
7	49	42	as	a	IN
7	49	43	the	the	DT
7	49	44	health	health	NN
7	49	45	,	,	,
7	49	46	that	that	WDT
7	49	47	sends	send	VBZ
7	49	48	him	him	PRP
7	49	49	back	back	RB
7	49	50	to	to	TO
7	49	51	roving	roving	NN
7	49	52	.	.	.
7	50	1	``	``	``
7	50	2	J.	J.	NNP
7	50	3	T	T	NNP
7	50	4	.	.	.
7	51	1	``	``	``
7	51	2	P.P.S.	P.P.S.	NNP
7	51	3	--	--	:
7	51	4	Hawkins	Hawkins	VBZ
7	51	5	may	may	MD
7	51	6	stay	stay	VB
7	51	7	one	one	CD
7	51	8	night	night	NN
7	51	9	with	with	IN
7	51	10	his	his	PRP$
7	51	11	mother	mother	NN
7	51	12	.	.	.
7	52	1	``	``	``
7	52	2	J.	J.	NNP
7	52	3	T.	T.	NNP
7	52	4	''	''	''
7	52	5	You	You	PRP
7	52	6	can	can	MD
7	52	7	fancy	fancy	VB
7	52	8	the	the	DT
7	52	9	excitement	excitement	NN
7	52	10	into	into	IN
7	52	11	which	which	WDT
7	52	12	that	that	IN
7	52	13	letter	letter	NN
7	52	14	put	put	VBD
7	52	15	me	me	PRP
7	52	16	.	.	.
7	53	1	I	I	PRP
7	53	2	was	be	VBD
7	53	3	half	half	JJ
7	53	4	beside	beside	JJ
7	53	5	myself	myself	PRP
7	53	6	with	with	IN
7	53	7	glee	glee	NN
7	53	8	,	,	,
7	53	9	and	and	CC
7	53	10	if	if	IN
7	53	11	ever	ever	RB
7	53	12	I	I	PRP
7	53	13	despised	despise	VBD
7	53	14	a	a	DT
7	53	15	man	man	NN
7	53	16	,	,	,
7	53	17	it	it	PRP
7	53	18	was	be	VBD
7	53	19	old	old	JJ
7	53	20	Tom	Tom	NNP
7	53	21	Redruth	Redruth	NNP
7	53	22	,	,	,
7	53	23	who	who	WP
7	53	24	could	could	MD
7	53	25	do	do	VB
7	53	26	nothing	nothing	NN
7	53	27	but	but	CC
7	53	28	grumble	grumble	JJ
7	53	29	and	and	CC
7	53	30	lament	lament	NN
7	53	31	.	.	.
7	54	1	Any	Any	DT
7	54	2	of	of	IN
7	54	3	the	the	DT
7	54	4	under-gamekeepers	under-gamekeepers	NNS
7	54	5	would	would	MD
7	54	6	gladly	gladly	RB
7	54	7	have	have	VB
7	54	8	changed	change	VBN
7	54	9	places	place	NNS
7	54	10	with	with	IN
7	54	11	him	him	PRP
7	54	12	;	;	:
7	54	13	but	but	CC
7	54	14	such	such	JJ
7	54	15	was	be	VBD
7	54	16	not	not	RB
7	54	17	the	the	DT
7	54	18	squire	squire	NN
7	54	19	's	's	POS
7	54	20	pleasure	pleasure	NN
7	54	21	,	,	,
7	54	22	and	and	CC
7	54	23	the	the	DT
7	54	24	squire	squire	NN
7	54	25	's	's	POS
7	54	26	pleasure	pleasure	NN
7	54	27	was	be	VBD
7	54	28	like	like	IN
7	54	29	law	law	NN
7	54	30	among	among	IN
7	54	31	them	them	PRP
7	54	32	all	all	DT
7	54	33	.	.	.
7	55	1	Nobody	Nobody	NN
7	55	2	but	but	CC
7	55	3	old	old	JJ
7	55	4	Redruth	Redruth	NNP
7	55	5	would	would	MD
7	55	6	have	have	VB
7	55	7	dared	dare	VBN
7	55	8	so	so	RB
7	55	9	much	much	JJ
7	55	10	as	a	IN
7	55	11	even	even	RB
7	55	12	to	to	TO
7	55	13	grumble	grumble	VB
7	55	14	.	.	.
7	56	1	The	The	DT
7	56	2	next	next	JJ
7	56	3	morning	morning	NN
7	56	4	he	he	PRP
7	56	5	and	and	CC
7	56	6	I	I	PRP
7	56	7	set	set	VBP
7	56	8	out	out	RP
7	56	9	on	on	IN
7	56	10	foot	foot	NN
7	56	11	for	for	IN
7	56	12	the	the	DT
7	56	13	``	``	``
7	56	14	Admiral	Admiral	NNP
7	56	15	Benbow	Benbow	NNP
7	56	16	,	,	,
7	56	17	''	''	''
7	56	18	and	and	CC
7	56	19	there	there	EX
7	56	20	I	I	PRP
7	56	21	found	find	VBD
7	56	22	my	my	PRP$
7	56	23	mother	mother	NN
7	56	24	in	in	IN
7	56	25	good	good	JJ
7	56	26	health	health	NN
7	56	27	and	and	CC
7	56	28	spirits	spirit	NNS
7	56	29	.	.	.
7	57	1	The	The	DT
7	57	2	captain	captain	NN
7	57	3	,	,	,
7	57	4	who	who	WP
7	57	5	had	have	VBD
7	57	6	so	so	RB
7	57	7	long	long	RB
7	57	8	been	be	VBN
7	57	9	a	a	DT
7	57	10	cause	cause	NN
7	57	11	of	of	IN
7	57	12	so	so	RB
7	57	13	much	much	JJ
7	57	14	discomfort	discomfort	NN
7	57	15	,	,	,
7	57	16	was	be	VBD
7	57	17	gone	go	VBN
7	57	18	where	where	WRB
7	57	19	the	the	DT
7	57	20	wicked	wicked	JJ
7	57	21	cease	cease	NN
7	57	22	from	from	IN
7	57	23	troubling	trouble	VBG
7	57	24	.	.	.
7	58	1	The	The	DT
7	58	2	squire	squire	NN
7	58	3	had	have	VBD
7	58	4	had	have	VBN
7	58	5	everything	everything	NN
7	58	6	repaired	repair	VBN
7	58	7	,	,	,
7	58	8	and	and	CC
7	58	9	the	the	DT
7	58	10	public	public	NN
7	58	11	rooms	room	NNS
7	58	12	and	and	CC
7	58	13	the	the	DT
7	58	14	sign	sign	NN
7	58	15	repainted	repaint	VBN
7	58	16	,	,	,
7	58	17	and	and	CC
7	58	18	had	have	VBD
7	58	19	added	add	VBN
7	58	20	some	some	DT
7	58	21	furniture	furniture	NN
7	58	22	--	--	:
7	58	23	above	above	IN
7	58	24	all	all	PDT
7	58	25	a	a	DT
7	58	26	beautiful	beautiful	JJ
7	58	27	armchair	armchair	NN
7	58	28	for	for	IN
7	58	29	mother	mother	NN
7	58	30	in	in	IN
7	58	31	the	the	DT
7	58	32	bar	bar	NN
7	58	33	.	.	.
7	59	1	He	He	PRP
7	59	2	had	have	VBD
7	59	3	found	find	VBN
7	59	4	her	her	PRP$
7	59	5	a	a	DT
7	59	6	boy	boy	NN
7	59	7	as	a	IN
7	59	8	an	an	DT
7	59	9	apprentice	apprentice	NN
7	59	10	also	also	RB
7	59	11	,	,	,
7	59	12	so	so	IN
7	59	13	that	that	IN
7	59	14	she	she	PRP
7	59	15	should	should	MD
7	59	16	not	not	RB
7	59	17	want	want	VB
7	59	18	help	help	NN
7	59	19	while	while	IN
7	59	20	I	I	PRP
7	59	21	was	be	VBD
7	59	22	gone	go	VBN
7	59	23	.	.	.
7	60	1	It	It	PRP
7	60	2	was	be	VBD
7	60	3	on	on	IN
7	60	4	seeing	see	VBG
7	60	5	that	that	IN
7	60	6	boy	boy	NN
7	60	7	that	that	IN
7	60	8	I	I	PRP
7	60	9	understood	understand	VBP
7	60	10	,	,	,
7	60	11	for	for	IN
7	60	12	the	the	DT
7	60	13	first	first	JJ
7	60	14	time	time	NN
7	60	15	,	,	,
7	60	16	my	my	PRP$
7	60	17	situation	situation	NN
7	60	18	.	.	.
7	61	1	I	I	PRP
7	61	2	had	have	VBD
7	61	3	thought	think	VBN
7	61	4	up	up	RP
7	61	5	to	to	TO
7	61	6	that	that	DT
7	61	7	moment	moment	NN
7	61	8	of	of	IN
7	61	9	the	the	DT
7	61	10	adventures	adventure	NNS
7	61	11	before	before	IN
7	61	12	me	me	PRP
7	61	13	,	,	,
7	61	14	not	not	RB
7	61	15	at	at	IN
7	61	16	all	all	DT
7	61	17	of	of	IN
7	61	18	the	the	DT
7	61	19	home	home	NN
7	61	20	that	that	IN
7	61	21	I	I	PRP
7	61	22	was	be	VBD
7	61	23	leaving	leave	VBG
7	61	24	;	;	:
7	61	25	and	and	CC
7	61	26	now	now	RB
7	61	27	at	at	IN
7	61	28	sight	sight	NN
7	61	29	of	of	IN
7	61	30	this	this	DT
7	61	31	clumsy	clumsy	JJ
7	61	32	stranger	stranger	NN
7	61	33	,	,	,
7	61	34	who	who	WP
7	61	35	was	be	VBD
7	61	36	to	to	TO
7	61	37	stay	stay	VB
7	61	38	here	here	RB
7	61	39	in	in	IN
7	61	40	my	my	PRP$
7	61	41	place	place	NN
7	61	42	beside	beside	IN
7	61	43	my	my	PRP$
7	61	44	mother	mother	NN
7	61	45	,	,	,
7	61	46	I	I	PRP
7	61	47	had	have	VBD
7	61	48	my	my	PRP$
7	61	49	first	first	JJ
7	61	50	attack	attack	NN
7	61	51	of	of	IN
7	61	52	tears	tear	NNS
7	61	53	.	.	.
7	62	1	I	I	PRP
7	62	2	am	be	VBP
7	62	3	afraid	afraid	JJ
7	62	4	I	I	PRP
7	62	5	led	lead	VBD
7	62	6	that	that	IN
7	62	7	boy	boy	VBZ
7	62	8	a	a	DT
7	62	9	dog	dog	NN
7	62	10	's	's	POS
7	62	11	life	life	NN
7	62	12	;	;	:
7	62	13	for	for	IN
7	62	14	as	a	IN
7	62	15	he	he	PRP
7	62	16	was	be	VBD
7	62	17	new	new	JJ
7	62	18	to	to	TO
7	62	19	the	the	DT
7	62	20	work	work	NN
7	62	21	,	,	,
7	62	22	I	I	PRP
7	62	23	had	have	VBD
7	62	24	a	a	DT
7	62	25	hundred	hundred	JJ
7	62	26	opportunities	opportunity	NNS
7	62	27	of	of	IN
7	62	28	setting	set	VBG
7	62	29	him	him	PRP
7	62	30	right	right	RB
7	62	31	and	and	CC
7	62	32	putting	put	VBG
7	62	33	him	him	PRP
7	62	34	down	down	RP
7	62	35	,	,	,
7	62	36	and	and	CC
7	62	37	I	I	PRP
7	62	38	was	be	VBD
7	62	39	not	not	RB
7	62	40	slow	slow	JJ
7	62	41	to	to	TO
7	62	42	profit	profit	VB
7	62	43	by	by	IN
7	62	44	them	them	PRP
7	62	45	.	.	.
7	63	1	The	The	DT
7	63	2	night	night	NN
7	63	3	passed	pass	VBD
7	63	4	,	,	,
7	63	5	and	and	CC
7	63	6	the	the	DT
7	63	7	next	next	JJ
7	63	8	day	day	NN
7	63	9	,	,	,
7	63	10	after	after	IN
7	63	11	dinner	dinner	NN
7	63	12	,	,	,
7	63	13	Redruth	Redruth	NNP
7	63	14	and	and	CC
7	63	15	I	I	PRP
7	63	16	were	be	VBD
7	63	17	afoot	afoot	RB
7	63	18	again	again	RB
7	63	19	and	and	CC
7	63	20	on	on	IN
7	63	21	the	the	DT
7	63	22	road	road	NN
7	63	23	.	.	.
7	64	1	I	I	PRP
7	64	2	said	say	VBD
7	64	3	good-by	good-by	NN
7	64	4	to	to	TO
7	64	5	mother	mother	NN
7	64	6	and	and	CC
7	64	7	the	the	DT
7	64	8	cove	cove	NN
7	64	9	where	where	WRB
7	64	10	I	I	PRP
7	64	11	had	have	VBD
7	64	12	lived	live	VBN
7	64	13	since	since	IN
7	64	14	I	I	PRP
7	64	15	was	be	VBD
7	64	16	born	bear	VBN
7	64	17	,	,	,
7	64	18	and	and	CC
7	64	19	the	the	DT
7	64	20	dear	dear	JJ
7	64	21	old	old	JJ
7	64	22	``	``	``
7	64	23	Admiral	Admiral	NNP
7	64	24	Benbow	Benbow	NNP
7	64	25	''	''	''
7	64	26	--	--	:
7	64	27	since	since	IN
7	64	28	he	he	PRP
7	64	29	was	be	VBD
7	64	30	repainted	repaint	VBN
7	64	31	,	,	,
7	64	32	no	no	RB
7	64	33	longer	longer	RBR
7	64	34	quite	quite	RB
7	64	35	so	so	RB
7	64	36	dear	dear	JJ
7	64	37	.	.	.
7	65	1	One	One	CD
7	65	2	of	of	IN
7	65	3	my	my	PRP$
7	65	4	last	last	JJ
7	65	5	thoughts	thought	NNS
7	65	6	was	be	VBD
7	65	7	of	of	IN
7	65	8	the	the	DT
7	65	9	captain	captain	NN
7	65	10	,	,	,
7	65	11	who	who	WP
7	65	12	had	have	VBD
7	65	13	so	so	RB
7	65	14	often	often	RB
7	65	15	strode	strode	JJ
7	65	16	along	along	IN
7	65	17	the	the	DT
7	65	18	beach	beach	NN
7	65	19	with	with	IN
7	65	20	his	his	PRP$
7	65	21	cocked	cocked	NN
7	65	22	hat	hat	NN
7	65	23	,	,	,
7	65	24	his	his	PRP$
7	65	25	saber-cut	saber-cut	JJ
7	65	26	cheek	cheek	NN
7	65	27	,	,	,
7	65	28	and	and	CC
7	65	29	his	his	PRP$
7	65	30	old	old	JJ
7	65	31	brass	brass	NN
7	65	32	telescope	telescope	NN
7	65	33	.	.	.
7	66	1	Next	Next	JJ
7	66	2	moment	moment	NN
7	66	3	we	we	PRP
7	66	4	had	have	VBD
7	66	5	turned	turn	VBN
7	66	6	the	the	DT
7	66	7	corner	corner	NN
7	66	8	,	,	,
7	66	9	and	and	CC
7	66	10	my	my	PRP$
7	66	11	home	home	NN
7	66	12	was	be	VBD
7	66	13	out	out	IN
7	66	14	of	of	IN
7	66	15	sight	sight	NN
7	66	16	.	.	.
7	67	1	The	The	DT
7	67	2	mail	mail	NN
7	67	3	picked	pick	VBD
7	67	4	us	u	PRP
7	67	5	up	up	RP
7	67	6	about	about	IN
7	67	7	dusk	dusk	NN
7	67	8	at	at	IN
7	67	9	the	the	DT
7	67	10	``	``	``
7	67	11	Royal	Royal	NNP
7	67	12	George	George	NNP
7	67	13	''	''	''
7	67	14	on	on	IN
7	67	15	the	the	DT
7	67	16	heath	heath	NN
7	67	17	.	.	.
7	68	1	I	I	PRP
7	68	2	was	be	VBD
7	68	3	wedged	wedge	VBN
7	68	4	in	in	IN
7	68	5	between	between	IN
7	68	6	Redruth	Redruth	NNP
7	68	7	and	and	CC
7	68	8	a	a	DT
7	68	9	stout	stout	NN
7	68	10	old	old	JJ
7	68	11	gentleman	gentleman	NN
7	68	12	,	,	,
7	68	13	and	and	CC
7	68	14	in	in	IN
7	68	15	spite	spite	NN
7	68	16	of	of	IN
7	68	17	the	the	DT
7	68	18	swift	swift	JJ
7	68	19	motion	motion	NN
7	68	20	and	and	CC
7	68	21	the	the	DT
7	68	22	cold	cold	JJ
7	68	23	night	night	NN
7	68	24	air	air	NN
7	68	25	,	,	,
7	68	26	I	I	PRP
7	68	27	must	must	MD
7	68	28	have	have	VB
7	68	29	dozed	doze	VBN
7	68	30	a	a	DT
7	68	31	great	great	JJ
7	68	32	deal	deal	NN
7	68	33	from	from	IN
7	68	34	the	the	DT
7	68	35	very	very	RB
7	68	36	first	first	JJ
7	68	37	,	,	,
7	68	38	and	and	CC
7	68	39	then	then	RB
7	68	40	slept	sleep	VB
7	68	41	like	like	IN
7	68	42	a	a	DT
7	68	43	log	log	NN
7	68	44	up	up	RP
7	68	45	hill	hill	NN
7	68	46	and	and	CC
7	68	47	down	down	RB
7	68	48	dale	dale	NN
7	68	49	,	,	,
7	68	50	through	through	IN
7	68	51	stage	stage	NN
7	68	52	after	after	IN
7	68	53	stage	stage	NN
7	68	54	;	;	:
7	68	55	for	for	IN
7	68	56	when	when	WRB
7	68	57	I	I	PRP
7	68	58	was	be	VBD
7	68	59	awakened	awaken	VBN
7	68	60	at	at	IN
