#ChapterID	SentenceID	TokenID	Token	Lemma	POS
1	622	7	the	the	DT
1	622	8	rhythm	rhythm	NN
1	622	9	.	.	.
1	623	1	``	``	``
1	623	2	Heave	Heave	VBP
1	623	3	!	!	.
1	623	4	''	''	''
1	624	1	Increase	Increase	VB
1	624	2	the	the	DT
1	624	3	swing	swing	NN
1	624	4	of	of	IN
1	624	5	the	the	DT
1	624	6	pendulum	pendulum	NN
1	624	7	,	,	,
1	624	8	increase	increase	NN
1	624	9	,	,	,
1	624	10	increase	increase	NN
1	624	11	,	,	,
1	624	12	come	come	VB
1	624	13	up	up	RB
1	624	14	and	and	CC
1	624	15	bear	bear	VB
1	624	16	against	against	IN
1	624	17	that	that	DT
1	624	18	point	point	NN
1	624	19	of	of	IN
1	624	20	furthest	furthest	JJ
1	624	21	balance	balance	NN
1	624	22	--	--	:
1	624	23	increase	increase	NN
1	624	24	--	--	:
1	624	25	increase	increase	NN
1	624	26	--	--	:
1	624	27	''	''	''
1	624	28	Heave	Heave	VBP
1	624	29	!	!	.
1	624	30	''	''	''
1	625	1	The	The	DT
1	625	2	great	great	JJ
1	625	3	rock	rock	NN
1	625	4	loitered	loiter	VBD
1	625	5	,	,	,
1	625	6	poised	poise	VBN
1	625	7	on	on	IN
1	625	8	one	one	CD
1	625	9	toe	toe	NN
1	625	10	,	,	,
1	625	11	decided	decide	VBD
1	625	12	not	not	RB
1	625	13	to	to	TO
1	625	14	return	return	VB
1	625	15	,	,	,
1	625	16	moved	move	VBD
1	625	17	through	through	IN
1	625	18	the	the	DT
1	625	19	air	air	NN
1	625	20	,	,	,
1	625	21	fell	fell	VBD
1	625	22	,	,	,
1	625	23	struck	strike	VBD
1	625	24	,	,	,
1	625	25	turned	turn	VBD
1	625	26	over	over	RP
1	625	27	,	,	,
1	625	28	leapt	leapt	JJ
1	625	29	droning	drone	VBG
1	625	30	through	through	IN
1	625	31	the	the	DT
1	625	32	air	air	NN
1	625	33	and	and	CC
1	625	34	smashed	smash	VBD
1	625	35	a	a	DT
1	625	36	deep	deep	JJ
1	625	37	hole	hole	NN
1	625	38	in	in	IN
1	625	39	the	the	DT
1	625	40	canopy	canopy	NN
1	625	41	of	of	IN
1	625	42	the	the	DT
1	625	43	forest	forest	NN
1	625	44	.	.	.
1	626	1	Echoes	Echoes	NNS
1	626	2	and	and	CC
1	626	3	birds	bird	NNS
1	626	4	flew	fly	VBD
1	626	5	,	,	,
1	626	6	white	white	JJ
1	626	7	and	and	CC
1	626	8	pink	pink	VB
1	626	9	dust	dust	NN
1	626	10	floated	float	VBN
1	626	11	,	,	,
1	626	12	the	the	DT
1	626	13	forest	forest	JJS
1	626	14	further	far	RB
1	626	15	down	down	RB
1	626	16	shook	shook	NN
1	626	17	as	a	IN
1	626	18	with	with	IN
1	626	19	the	the	DT
1	626	20	passage	passage	NN
1	626	21	of	of	IN
1	626	22	an	an	DT
1	626	23	enraged	enraged	JJ
1	626	24	monster	monster	NN
1	626	25	:	:	:
1	626	26	and	and	CC
1	626	27	then	then	RB
1	626	28	the	the	DT
1	626	29	island	island	NN
1	626	30	was	be	VBD
1	626	31	still	still	RB
1	626	32	.	.	.
1	627	1	``	``	``
1	627	2	Wacco	Wacco	NN
1	627	3	!	!	.
1	627	4	''	''	''
1	628	1	``	``	``
1	628	2	Like	Like	IN
1	628	3	a	a	DT
1	628	4	bomb	bomb	NN
1	628	5	!	!	.
1	628	6	''	''	''
1	629	1	``	``	``
1	629	2	Whee-aa-oo	Whee-aa-oo	JJ
1	629	3	!	!	.
1	629	4	''	''	''
1	630	1	Not	Not	RB
1	630	2	for	for	IN
1	630	3	five	five	CD
1	630	4	minutes	minute	NNS
1	630	5	could	could	MD
1	630	6	they	they	PRP
1	630	7	drag	drag	VBP
1	630	8	themselves	themselves	PRP
1	630	9	away	away	RB
1	630	10	from	from	IN
1	630	11	this	this	DT
1	630	12	triumph	triumph	NN
1	630	13	.	.	.
1	631	1	But	But	CC
1	631	2	they	they	PRP
1	631	3	left	leave	VBD
1	631	4	at	at	IN
1	631	5	last	last	JJ
1	631	6	.	.	.
1	632	1	The	The	DT
1	632	2	way	way	NN
1	632	3	to	to	TO
1	632	4	the	the	DT
1	632	5	top	top	NN
1	632	6	was	be	VBD
1	632	7	easy	easy	JJ
1	632	8	after	after	IN
1	632	9	that	that	DT
1	632	10	.	.	.
1	633	1	As	As	IN
1	633	2	they	they	PRP
1	633	3	reached	reach	VBD
1	633	4	the	the	DT
1	633	5	last	last	JJ
1	633	6	stretch	stretch	NN
1	633	7	Ralph	Ralph	NNP
1	633	8	stopped	stop	VBD
1	633	9	.	.	.
1	634	1	``	``	``
1	634	2	Golly	Golly	RB
1	634	3	!	!	.
1	634	4	''	''	''
1	635	1	They	They	PRP
1	635	2	were	be	VBD
1	635	3	on	on	IN
1	635	4	the	the	DT
1	635	5	lip	lip	NN
1	635	6	of	of	IN
1	635	7	a	a	DT
1	635	8	circular	circular	JJ
1	635	9	hollow	hollow	NN
1	635	10	in	in	IN
1	635	11	the	the	DT
1	635	12	side	side	NN
1	635	13	of	of	IN
1	635	14	the	the	DT
1	635	15	mountain	mountain	NN
1	635	16	.	.	.
1	636	1	This	This	DT
1	636	2	was	be	VBD
1	636	3	filled	fill	VBN
1	636	4	with	with	IN
1	636	5	a	a	DT
1	636	6	blue	blue	NN
1	636	7	flower	flower	NN
1	636	8	,	,	,
1	636	9	a	a	DT
1	636	10	rock	rock	NN
1	636	11	plant	plant	NN
1	636	12	of	of	IN
1	636	13	some	some	DT
1	636	14	sort	sort	NN
1	636	15	,	,	,
1	636	16	and	and	CC
1	636	17	the	the	DT
1	636	18	overflow	overflow	NN
1	636	19	hung	hang	VBD
1	636	20	down	down	IN
1	636	21	the	the	DT
1	636	22	vent	vent	NN
1	636	23	and	and	CC
1	636	24	spilled	spill	VBN
1	636	25	lavishly	lavishly	RB
1	636	26	among	among	IN
1	636	27	the	the	DT
1	636	28	canopy	canopy	NN
1	636	29	of	of	IN
1	636	30	the	the	DT
1	636	31	forest	forest	NN
1	636	32	.	.	.
1	637	1	The	The	DT
1	637	2	air	air	NN
1	637	3	was	be	VBD
1	637	4	thick	thick	JJ
1	637	5	with	with	IN
1	637	6	butterflies	butterfly	NNS
1	637	7	,	,	,
1	637	8	lifting	lift	VBG
1	637	9	,	,	,
1	637	10	fluttering	flutter	VBG
1	637	11	,	,	,
1	637	12	settling	settle	VBG
1	637	13	.	.	.
1	638	1	Beyond	Beyond	IN
1	638	2	the	the	DT
1	638	3	hollow	hollow	NN
1	638	4	was	be	VBD
1	638	5	the	the	DT
1	638	6	square	square	JJ
1	638	7	top	top	NN
1	638	8	of	of	IN
1	638	9	the	the	DT
1	638	10	mountain	mountain	NN
1	638	11	and	and	CC
1	638	12	soon	soon	RB
1	638	13	they	they	PRP
1	638	14	were	be	VBD
1	638	15	standing	stand	VBG
1	638	16	on	on	IN
1	638	17	it	it	PRP
1	638	18	.	.	.
1	639	1	They	They	PRP
1	639	2	had	have	VBD
1	639	3	guessed	guess	VBN
1	639	4	before	before	IN
1	639	5	that	that	DT
1	639	6	this	this	DT
1	639	7	was	be	VBD
1	639	8	an	an	DT
1	639	9	island	island	NN
1	639	10	:	:	:
1	639	11	clambering	clambering	NN
1	639	12	among	among	IN
1	639	13	the	the	DT
1	639	14	pink	pink	NN
1	639	15	rocks	rock	NNS
1	639	16	,	,	,
1	639	17	with	with	IN
1	639	18	the	the	DT
1	639	19	sea	sea	NN
1	639	20	on	on	IN
1	639	21	either	either	DT
1	639	22	side	side	NN
1	639	23	,	,	,
1	639	24	and	and	CC
1	639	25	the	the	DT
1	639	26	crystal	crystal	JJ
1	639	27	heights	height	NNS
1	639	28	of	of	IN
1	639	29	air	air	NN
1	639	30	,	,	,
1	639	31	they	they	PRP
1	639	32	had	have	VBD
1	639	33	known	know	VBN
1	639	34	by	by	IN
1	639	35	some	some	DT
1	639	36	instinct	instinct	NN
1	639	37	that	that	IN
1	639	38	the	the	DT
1	639	39	sea	sea	NN
1	639	40	lay	lay	VBD
1	639	41	on	on	IN
1	639	42	every	every	DT
1	639	43	side	side	NN
1	639	44	.	.	.
1	640	1	But	But	CC
1	640	2	there	there	EX
1	640	3	seemed	seem	VBD
1	640	4	something	something	NN
1	640	5	more	more	RBR
1	640	6	fitting	fitting	JJ
1	640	7	in	in	IN
1	640	8	leaving	leave	VBG
1	640	9	the	the	DT
1	640	10	last	last	JJ
1	640	11	word	word	NN
1	640	12	till	till	NN
1	640	13	they	they	PRP
1	640	14	stood	stand	VBD
1	640	15	on	on	IN
1	640	16	the	the	DT
1	640	17	top	top	JJ
1	640	18	,	,	,
1	640	19	and	and	CC
1	640	20	could	could	MD
1	640	21	see	see	VB
1	640	22	a	a	DT
1	640	23	circular	circular	JJ
1	640	24	horizon	horizon	NN
1	640	25	of	of	IN
1	640	26	water	water	NN
1	640	27	.	.	.
1	641	1	Ralph	Ralph	NNP
1	641	2	turned	turn	VBD
1	641	3	to	to	TO
1	641	4	the	the	DT
1	641	5	others	others	NNS
1	641	6	.	.	.
1	642	1	``	``	``
1	642	2	This	This	DT
1	642	3	belongs	belong	VBZ
1	642	4	to	to	TO
1	642	5	us	u	PRP
1	642	6	.	.	.
1	642	7	''	''	''
1	643	1	It	It	PRP
1	643	2	was	be	VBD
1	643	3	roughly	roughly	RB
1	643	4	boat-shaped	boat-shaped	JJ
1	643	5	:	:	:
1	643	6	humped	hump	VBN
1	643	7	near	near	IN
1	643	8	this	this	DT
1	643	9	end	end	NN
1	643	10	with	with	IN
1	643	11	behind	behind	IN
1	643	12	them	them	PRP
1	643	13	the	the	DT
1	643	14	jumbled	jumbled	JJ
1	643	15	descent	descent	NN
1	643	16	to	to	TO
1	643	17	the	the	DT
1	643	18	shore	shore	NN
1	643	19	.	.	.
1	644	1	On	On	IN
1	644	2	either	either	DT
1	644	3	side	side	NN
1	644	4	rocks	rock	NNS
1	644	5	,	,	,
1	644	6	cliffs	cliff	NNS
1	644	7	,	,	,
1	644	8	treetops	treetop	NNS
1	644	9	and	and	CC
1	644	10	a	a	DT
1	644	11	steep	steep	JJ
1	644	12	slope	slope	NN
1	644	13	:	:	:
1	644	14	forward	forward	RB
1	644	15	there	there	EX
1	644	16	,	,	,
1	644	17	the	the	DT
1	644	18	length	length	NN
1	644	19	of	of	IN
1	644	20	the	the	DT
1	644	21	boat	boat	NN
1	644	22	,	,	,
1	644	23	a	a	DT
1	644	24	tamer	tamer	NN
1	644	25	descent	descent	NN
1	644	26	,	,	,
1	644	27	tree-clad	tree-clad	JJ
1	644	28	,	,	,
1	644	29	with	with	IN
1	644	30	hints	hint	NNS
1	644	31	of	of	IN
1	644	32	pink	pink	NN
1	644	33	:	:	:
1	644	34	and	and	CC
1	644	35	then	then	RB
1	644	36	the	the	DT
1	644	37	jungly	jungly	RB
1	644	38	flat	flat	JJ
1	644	39	of	of	IN
1	644	40	the	the	DT
1	644	41	island	island	NN
1	644	42	,	,	,
1	644	43	dense	dense	NN
1	644	44	green	green	NN
1	644	45	,	,	,
1	644	46	but	but	CC
1	644	47	drawn	drawn	NN
1	644	48	at	at	IN
1	644	49	the	the	DT
1	644	50	end	end	NN
1	644	51	to	to	TO
1	644	52	a	a	DT
1	644	53	pink	pink	NN
1	644	54	tail	tail	NN
1	644	55	.	.	.
1	645	1	There	There	EX
1	645	2	,	,	,
1	645	3	where	where	WRB
1	645	4	the	the	DT
1	645	5	island	island	NN
1	645	6	petered	petered	VBD
1	645	7	out	out	RP
1	645	8	in	in	IN
1	645	9	water	water	NN
1	645	10	,	,	,
1	645	11	was	be	VBD
1	645	12	another	another	DT
1	645	13	island	island	NN
1	645	14	;	;	:
1	645	15	a	a	DT
1	645	16	rock	rock	NN
1	645	17	,	,	,
1	645	18	almost	almost	RB
1	645	19	detached	detach	VBN
1	645	20	,	,	,
1	645	21	standing	stand	VBG
1	645	22	like	like	IN
1	645	23	a	a	DT
1	645	24	fort	fort	NN
1	645	25	,	,	,
1	645	26	facing	face	VBG
1	645	27	them	them	PRP
1	645	28	across	across	IN
1	645	29	the	the	DT
1	645	30	green	green	JJ
1	645	31	with	with	IN
1	645	32	one	one	CD
1	645	33	bold	bold	NN
1	645	34	,	,	,
1	645	35	pink	pink	JJ
1	645	36	bastion	bastion	NN
1	645	37	.	.	.
1	646	1	The	The	DT
1	646	2	boys	boy	NNS
1	646	3	surveyed	survey	VBN
1	646	4	all	all	PDT
1	646	5	this	this	DT
1	646	6	,	,	,
1	646	7	then	then	RB
1	646	8	looked	look	VBD
1	646	9	out	out	RP
1	646	10	to	to	TO
1	646	11	sea	sea	NN
1	646	12	.	.	.
1	647	1	They	They	PRP
1	647	2	were	be	VBD
1	647	3	high	high	JJ
1	647	4	up	up	RB
1	647	5	and	and	CC
1	647	6	the	the	DT
1	647	7	afternoon	afternoon	NN
1	647	8	had	have	VBD
1	647	9	advanced	advance	VBN
1	647	10	;	;	:
1	647	11	the	the	DT
1	647	12	view	view	NN
1	647	13	was	be	VBD
1	647	14	not	not	RB
1	647	15	robbed	rob	VBN
1	647	16	of	of	IN
1	647	17	sharpness	sharpness	NN
1	647	18	by	by	IN
1	647	19	mirage	mirage	NN
1	647	20	.	.	.
1	648	1	``	``	``
1	648	2	That	That	DT
1	648	3	's	's	VBZ
1	648	4	a	a	DT
1	648	5	reef	reef	NN
1	648	6	.	.	.
1	649	1	A	A	DT
1	649	2	coral	coral	JJ
1	649	3	reef	reef	NN
1	649	4	.	.	.
1	650	1	I	I	PRP
1	650	2	've	've	VBP
1	650	3	seen	see	VBN
1	650	4	pictures	picture	NNS
1	650	5	like	like	IN
1	650	6	that	that	DT
1	650	7	.	.	.
1	650	8	''	''	''
1	651	1	The	The	DT
1	651	2	reef	reef	NN
1	651	3	enclosed	enclose	VBD
1	651	4	more	more	JJR
1	651	5	than	than	IN
1	651	6	one	one	CD
1	651	7	side	side	NN
1	651	8	of	of	IN
1	651	9	the	the	DT
1	651	10	island	island	NN
1	651	11	,	,	,
1	651	12	lying	lie	VBG
1	651	13	perhaps	perhaps	RB
1	651	14	a	a	DT
1	651	15	mile	mile	NN
1	651	16	out	out	RP
1	651	17	and	and	CC
1	651	18	parallel	parallel	VB
1	651	19	to	to	TO
1	651	20	what	what	WP
1	651	21	they	they	PRP
1	651	22	now	now	RB
1	651	23	thought	think	VBP
1	651	24	of	of	IN
1	651	25	as	a	IN
1	651	26	their	their	PRP$
1	651	27	beach	beach	NN
1	651	28	.	.	.
1	652	1	The	The	DT
1	652	2	coral	coral	NN
1	652	3	was	be	VBD
1	652	4	scribbled	scribble	VBN
1	652	5	in	in	IN
1	652	6	the	the	DT
1	652	7	sea	sea	NN
1	652	8	as	a	IN
1	652	9	though	though	IN
1	652	10	a	a	DT
1	652	11	giant	giant	JJ
1	652	12	had	have	VBD
1	652	13	bent	bend	VBN
1	652	14	down	down	RB
1	652	15	to	to	TO
1	652	16	reproduce	reproduce	VB
1	652	17	the	the	DT
1	652	18	shape	shape	NN
1	652	19	of	of	IN
1	652	20	the	the	DT
1	652	21	island	island	NN
1	652	22	in	in	IN
1	652	23	a	a	DT
1	652	24	flowing	flowing	JJ
1	652	25	chalk	chalk	NN
1	652	26	line	line	NN
1	652	27	but	but	CC
1	652	28	tired	tire	VBD
1	652	29	before	before	IN
1	652	30	he	he	PRP
1	652	31	had	have	VBD
1	652	32	finished	finish	VBN
1	652	33	.	.	.
1	653	1	Inside	Inside	NNP
1	653	2	was	be	VBD
1	653	3	peacock	peacock	JJ
1	653	4	water	water	NN
1	653	5	,	,	,
1	653	6	rocks	rock	NNS
1	653	7	and	and	CC
1	653	8	weeds	weed	NNS
1	653	9	showing	show	VBG
1	653	10	as	a	IN
1	653	11	in	in	IN
1	653	12	an	an	DT
1	653	13	aquarium	aquarium	NN
1	653	14	;	;	:
1	653	15	outside	outside	CC
1	653	16	was	be	VBD
1	653	17	the	the	DT
1	653	18	dark	dark	JJ
1	653	19	blue	blue	NN
1	653	20	of	of	IN
1	653	21	the	the	DT
1	653	22	sea	sea	NN
1	653	23	.	.	.
1	654	1	The	The	DT
1	654	2	tide	tide	NN
1	654	3	was	be	VBD
1	654	4	running	run	VBG
1	654	5	so	so	RB
1	654	6	that	that	IN
1	654	7	long	long	JJ
1	654	8	streaks	streak	NNS
1	654	9	of	of	IN
1	654	10	foam	foam	NN
1	654	11	tailed	tail	VBN
1	654	12	away	away	RB
1	654	13	from	from	IN
1	654	14	the	the	DT
1	654	15	reef	reef	NN
1	654	16	and	and	CC
1	654	17	for	for	IN
1	654	18	a	a	DT
1	654	19	moment	moment	NN
1	654	20	they	they	PRP
1	654	21	felt	felt	VBD
1	654	22	that	that	IN
1	654	23	the	the	DT
1	654	24	boat	boat	NN
1	654	25	was	be	VBD
1	654	26	moving	move	VBG
1	654	27	steadily	steadily	RB
1	654	28	astern	astern	RB
1	654	29	.	.	.
1	655	1	Jack	Jack	NNP
1	655	2	pointed	point	VBD
1	655	3	down	down	RB
1	655	4	.	.	.
1	656	1	``	``	``
1	656	2	That	That	DT
1	656	3	's	's	VBZ
1	656	4	where	where	WRB
1	656	5	we	we	PRP
1	656	6	landed	land	VBD
1	656	7	.	.	.
1	656	8	''	''	''
1	657	1	Beyond	Beyond	NNP
1	657	2	falls	fall	NNS
1	657	3	and	and	CC
1	657	4	cliffs	cliff	NNS
1	657	5	there	there	RB
1	657	6	was	be	VBD
1	657	7	a	a	DT
1	657	8	gash	gash	NN
1	657	9	visible	visible	NN
1	657	10	in	in	IN
1	657	11	the	the	DT
1	657	12	trees	tree	NNS
1	657	13	;	;	:
1	657	14	there	there	EX
1	657	15	were	be	VBD
1	657	16	the	the	DT
1	657	17	splintered	splintered	JJ
1	657	18	trunks	trunk	NNS
1	657	19	and	and	CC
1	657	20	then	then	RB
1	657	21	the	the	DT
1	657	22	drag	drag	NN
1	657	23	,	,	,
1	657	24	leaving	leave	VBG
1	657	25	only	only	RB
1	657	26	a	a	DT
1	657	27	fringe	fringe	NN
1	657	28	of	of	IN
1	657	29	palm	palm	NN
1	657	30	between	between	IN
1	657	31	the	the	DT
1	657	32	scar	scar	NN
1	657	33	and	and	CC
1	657	34	the	the	DT
1	657	35	sea	sea	NN
1	657	36	.	.	.
1	658	1	There	There	EX
1	658	2	,	,	,
1	658	3	too	too	RB
1	658	4	,	,	,
1	658	5	jutting	jut	VBG
1	658	6	into	into	IN
1	658	7	the	the	DT
1	658	8	lagoon	lagoon	NN
1	658	9	,	,	,
1	658	10	was	be	VBD
1	658	11	the	the	DT
1	658	12	platform	platform	NN
1	658	13	,	,	,
1	658	14	with	with	IN
1	658	15	insect-like	insect-like	JJ
1	658	16	figures	figure	NNS
1	658	17	moving	move	VBG
1	658	18	near	near	IN
1	658	19	it	it	PRP
1	658	20	.	.	.
1	659	1	Ralph	Ralph	NNP
1	659	2	sketched	sketch	VBD
1	659	3	a	a	DT
1	659	4	twining	twin	VBG
1	659	5	line	line	NN
1	659	6	from	from	IN
1	659	7	the	the	DT
1	659	8	bald	bald	NN
1	659	9	spot	spot	NN
1	659	10	on	on	IN
1	659	11	which	which	WDT
1	659	12	they	they	PRP
1	659	13	stood	stand	VBD
1	659	14	down	down	RP
1	659	15	a	a	DT
1	659	16	slope	slope	NN
1	659	17	,	,	,
1	659	18	a	a	DT
1	659	19	gully	gully	RB
1	659	20	,	,	,
1	659	21	through	through	IN
1	659	22	flowers	flower	NNS
1	659	23	,	,	,
1	659	24	round	round	NN
1	659	25	and	and	CC
1	659	26	down	down	RB
1	659	27	to	to	TO
1	659	28	the	the	DT
1	659	29	rock	rock	NN
1	659	30	where	where	WRB
1	659	31	the	the	DT
1	659	32	scar	scar	NN
1	659	33	started	start	VBD
1	659	34	.	.	.
1	660	1	``	``	``
1	660	2	That	That	DT
1	660	3	's	's	VBZ
1	660	4	the	the	DT
1	660	5	quickest	quick	JJS
1	660	6	way	way	NN
1	660	7	back	back	RB
1	660	8	.	.	.
1	660	9	''	''	''
1	661	1	Eyes	Eyes	NNS
1	661	2	shining	shin	VBG
1	661	3	,	,	,
1	661	4	mouths	mouth	NNS
1	661	5	open	open	VBP
1	661	6	,	,	,
1	661	7	triumphant	triumphant	JJ
1	661	8	,	,	,
1	661	9	they	they	PRP
1	661	10	savored	savor	VBD
1	661	11	the	the	DT
1	661	12	right	right	NN
1	661	13	of	of	IN
1	661	14	domination	domination	NN
1	661	15	.	.	.
1	662	1	They	They	PRP
1	662	2	were	be	VBD
1	662	3	lifted	lift	VBN
1	662	4	up	up	RP
1	662	5	:	:	:
1	662	6	were	be	VBD
1	662	7	friends	friend	NNS
1	662	8	.	.	.
1	663	1	``	``	``
1	663	2	There	There	EX
1	663	3	's	's	VBZ
1	663	4	no	no	DT
1	663	5	village	village	NN
1	663	6	smoke	smoke	NN
1	663	7	,	,	,
1	663	8	and	and	CC
1	663	9	no	no	DT
1	663	10	boats	boat	NNS
1	663	11	,	,	,
1	663	12	''	''	''
1	663	13	said	say	VBD
1	663	14	Ralph	Ralph	NNP
1	663	15	wisely	wisely	RB
1	663	16	.	.	.
1	664	1	``	``	``
1	664	2	We	We	PRP
1	664	3	'll	'll	MD
1	664	4	make	make	VB
1	664	5	sure	sure	JJ
1	664	6	later	later	RB
1	664	7	;	;	:
1	664	8	but	but	CC
1	664	9	I	I	PRP
1	664	10	think	think	VBP
1	664	11	it	it	PRP
1	664	12	's	's	VBZ
1	664	13	uninhabited	uninhabited	JJ
1	664	14	.	.	.
1	664	15	''	''	''
1	665	1	``	``	``
1	665	2	We	We	PRP
1	665	3	'll	'll	MD
1	665	4	get	get	VB
1	665	5	food	food	NN
1	665	6	,	,	,
1	665	7	''	''	''
1	665	8	cried	cry	VBD
1	665	9	Jack	Jack	NNP
1	665	10	.	.	.
1	666	1	``	``	``
1	666	2	Hunt	Hunt	NNP
1	666	3	.	.	.
1	667	1	Catch	Catch	NNP
1	667	2	things	thing	NNS
1	667	3	.	.	.
1	668	1	until	until	IN
1	668	2	they	they	PRP
1	668	3	fetch	fetch	VBP
1	668	4	us	u	PRP
1	668	5	.	.	.
1	668	6	''	''	''
1	669	1	Simon	Simon	NN
1	669	2	looked	look	VBD
1	669	3	at	at	IN
1	669	4	them	them	PRP
1	669	5	both	both	DT
1	669	6	,	,	,
1	669	7	saying	say	VBG
1	669	8	nothing	nothing	NN
1	669	9	but	but	CC
1	669	10	nodding	nod	VBG
1	669	11	till	till	VB
1	669	12	his	his	PRP$
1	669	13	black	black	JJ
1	669	14	hair	hair	NN
1	669	15	flopped	flop	VBD
1	669	16	backwards	backwards	NNS
1	669	17	and	and	CC
1	669	18	forwards	forward	NNS
1	669	19	:	:	:
1	669	20	his	his	PRP$
1	669	21	face	face	NN
1	669	22	was	be	VBD
1	669	23	glowing	glow	VBG
1	669	24	.	.	.
1	670	1	Ralph	Ralph	NNP
1	670	2	looked	look	VBD
1	670	3	down	down	RP
1	670	4	the	the	DT
1	670	5	other	other	JJ
1	670	6	way	way	NN
1	670	7	where	where	WRB
1	670	8	there	there	EX
1	670	9	was	be	VBD
1	670	10	no	no	DT
1	670	11	reef	reef	NN
1	670	12	.	.	.
1	671	1	``	``	``
1	671	2	Steeper	Steeper	NNP
1	671	3	,	,	,
1	671	4	''	''	''
1	671	5	said	say	VBD
1	671	6	Jack	Jack	NNP
1	671	7	.	.	.
1	672	1	Ralph	Ralph	NNP
1	672	2	made	make	VBD
1	672	3	a	a	DT
1	672	4	cupping	cupping	JJ
1	672	5	gesture	gesture	NN
1	672	6	.	.	.
1	673	1	``	``	``
1	673	2	That	That	DT
1	673	3	bit	bit	NN
1	673	4	of	of	IN
1	673	5	forest	forest	JJS
1	673	6	down	down	IN
1	673	7	there	there	RB
1	673	8	.	.	.
1	674	1	.	.	.
1	675	1	.	.	.
1	676	1	the	the	DT
1	676	2	mountain	mountain	NN
1	676	3	holds	hold	VBZ
1	676	4	it	it	PRP
1	676	5	up	up	RP
1	676	6	.	.	.
1	676	7	''	''	''
1	677	1	Every	Every	DT
1	677	2	point	point	NN
1	677	3	of	of	IN
1	677	4	the	the	DT
1	677	5	mountain	mountain	NN
1	677	6	held	hold	VBD
1	677	7	up	up	RP
1	677	8	trees	tree	NNS
1	677	9	--	--	:
1	677	10	flowers	flower	NNS
1	677	11	and	and	CC
1	677	12	trees	tree	NNS
1	677	13	.	.	.
1	678	1	Now	Now	RB
1	678	2	the	the	DT
1	678	3	forest	forest	NN
1	678	4	stirred	stir	VBD
1	678	5	,	,	,
1	678	6	roared	roar	VBD
1	678	7	,	,	,
1	678	8	flailed	flail	VBD
1	678	9	.	.	.
1	679	1	The	The	DT
1	679	2	nearer	nearer	NN
1	679	3	acres	acre	NNS
1	679	4	of	of	IN
1	679	5	rock	rock	NN
1	679	6	flowers	flower	NNS
1	679	7	fluttered	flutter	VBD
1	679	8	and	and	CC
1	679	9	for	for	IN
1	679	10	half	half	PDT
1	679	11	a	a	DT
1	679	12	minute	minute	NN
1	679	13	the	the	DT
1	679	14	breeze	breeze	NN
1	679	15	blew	blow	VBD
1	679	16	cool	cool	NNS
1	679	17	on	on	IN
1	679	18	their	their	PRP$
1	679	19	faces	face	VBZ
1	679	20	.	.	.
1	680	1	Ralph	Ralph	NNP
1	680	2	spread	spread	VBD
1	680	3	his	his	PRP$
1	680	4	arms	arm	NNS
1	680	5	.	.	.
1	681	1	``	``	``
1	681	2	All	All	DT
1	681	3	ours	ours	NNS
1	681	4	.	.	.
1	681	5	''	''	''
1	682	1	They	They	PRP
1	682	2	laughed	laugh	VBD
1	682	3	and	and	CC
1	682	4	tumbled	tumble	VBD
1	682	5	and	and	CC
1	682	6	shouted	shout	VBD
1	682	7	on	on	IN
1	682	8	the	the	DT
1	682	9	mountain	mountain	NN
1	682	10	.	.	.
1	683	1	``	``	``
1	683	2	I	I	PRP
1	683	3	'm	'm	VBP
1	683	4	hungry	hungry	JJ
1	683	5	.	.	.
1	683	6	''	''	''
1	684	1	When	When	WRB
1	684	2	Simon	Simon	NNP
1	684	3	mentioned	mention	VBD
1	684	4	his	his	PRP$
1	684	5	hunger	hunger	NN
1	684	6	the	the	DT
1	684	7	others	others	NNS
1	684	8	became	become	VBD
1	684	9	aware	aware	JJ
1	684	10	of	of	IN
1	684	11	theirs	theirs	NN
1	684	12	.	.	.
1	685	1	``	``	``
1	685	2	Come	Come	VB
1	685	3	on	on	IN
1	685	4	,	,	,
1	685	5	''	''	''
1	685	6	said	say	VBD
1	685	7	Ralph	Ralph	NNP
1	685	8	.	.	.
1	686	1	``	``	``
1	686	2	We	We	PRP
1	686	3	've	've	VBP
1	686	4	found	find	VBN
1	686	5	out	out	RP
1	686	6	what	what	WP
1	686	7	we	we	PRP
1	686	8	wanted	want	VBD
1	686	9	to	to	TO
1	686	10	know	know	VB
1	686	11	.	.	.
1	686	12	''	''	''
1	687	1	They	They	PRP
1	687	2	scrambled	scramble	VBD
1	687	3	down	down	RP
1	687	4	a	a	DT
1	687	5	rock	rock	NN
1	687	6	slope	slope	NN
1	687	7	,	,	,
1	687	8	dropped	drop	VBD
1	687	9	among	among	IN
1	687	10	flowers	flower	NNS
1	687	11	and	and	CC
1	687	12	made	make	VBD
1	687	13	their	their	PRP$
1	687	14	way	way	NN
1	687	15	under	under	IN
1	687	16	the	the	DT
1	687	17	trees	tree	NNS
1	687	18	.	.	.
1	688	1	Here	Here	RB
1	688	2	they	they	PRP
1	688	3	paused	pause	VBD
1	688	4	and	and	CC
1	688	5	examined	examine	VBD
1	688	6	the	the	DT
1	688	7	bushes	bush	NNS
1	688	8	round	round	VBP
1	688	9	them	them	PRP
1	688	10	curiously	curiously	RB
1	688	11	.	.	.
1	689	1	Simon	Simon	NNP
